ensgid	gene_name	hg38_chr	hg38_start0	hg38_end	hg38_strand	hg19_chr	hg19_start0	hg19_end	hg19_strand
ENSG00000166523	CLEC4E	chr12	8533304	8540905	-	chr12	8685900	8693501	-
ENSG00000111732	AICDA	chr12	8602154	8613242	-	chr12	8754750	8765838	-
ENSG00000197614	MFAP5	chr12	8637345	8672519	-	chr12	8789941	8825115	-
ENSG00000166532	RIMKLB	chr12	8681482	8783095	+	chr12	8834078	8935691	+
ENSG00000166535	A2ML1	chr12	8822620	8887001	+	chr12	8975216	9039597	+
ENSG00000111752	PHC1	chr12	8913826	8942938	+	chr12	9066422	9095534	+
ENSG00000003056	M6PR	chr12	8940357	8951856	-	chr12	9092958	9102551	-
ENSG00000139187	KLRG1	chr12	8950043	9010760	+	chr12	9102639	9163356	+
ENSG00000175899	A2M	chr12	9067663	9116229	-	chr12	9220259	9268825	-
ENSG00000126838	PZP	chr12	9148839	9208399	-	chr12	9301435	9360995	-
ENSG00000111796	KLRB1	chr12	9594550	9607916	-	chr12	9747146	9760512	-
ENSG00000069493	CLEC2D	chr12	9664968	9699553	+	chr12	9817564	9852149	+
ENSG00000110848	CD69	chr12	9752485	9760901	-	chr12	9905081	9913497	-
ENSG00000150045	KLRF1	chr12	9827480	9845007	+	chr12	9980076	9997606	+
ENSG00000110852	CLEC2B	chr12	9852368	9870635	-	chr12	10004967	10023234	-
ENSG00000256797	KLRF2	chr12	9881488	9895833	+	chr12	10034087	10048432	+
ENSG00000188393	CLEC2A	chr12	9898672	9932370	-	chr12	10051271	10084969	-
ENSG00000172322	CLEC12A	chr12	9951315	9995694	+	chr12	10103914	10148293	+
ENSG00000165682	CLEC1B	chr12	9985641	10013424	-	chr12	10138240	10166023	-
ENSG00000256660	CLEC12B	chr12	10010626	10018796	+	chr12	10163225	10171395	+
ENSG00000197992	CLEC9A	chr12	10030677	10066031	+	chr12	10183276	10218630	+
ENSG00000150048	CLEC1A	chr12	10069553	10111627	-	chr12	10222152	10264226	-
ENSG00000172243	CLEC7A	chr12	10116776	10130258	-	chr12	10269375	10282857	-
ENSG00000173391	OLR1	chr12	10158300	10172138	-	chr12	10310899	10324737	-
ENSG00000165685	TMEM52B	chr12	10170511	10191807	+	chr12	10323110	10344406	+
ENSG00000139112	GABARAPL1	chr12	10212457	10223128	+	chr12	10365056	10375727	+
ENSG00000134539	KLRD1	chr12	10226057	10329608	+	chr12	10378656	10482207	+
ENSG00000213809	KLRK1	chr12	10372352	10391874	-	chr12	10524951	10544473	-
ENSG00000183542	KLRC4	chr12	10403058	10409757	-	chr12	10555657	10562356	-
ENSG00000205810	KLRC3	chr12	10412314	10420595	-	chr12	10564913	10573194	-
ENSG00000205809	KLRC2	chr12	10426853	10442300	-	chr12	10579452	10594899	-
ENSG00000134545	KLRC1	chr12	10442263	10454685	-	chr12	10594862	10607284	-
ENSG00000180574	EIF2S3B	chr12	10505601	10523135	+	chr12	10658200	10675734	+
ENSG00000111196	MAGOHB	chr12	10604189	10613609	-	chr12	10756788	10766208	-
ENSG00000060140	STYK1	chr12	10618918	10674318	-	chr12	10771517	10826917	-
ENSG00000060138	YBX3	chr12	10699076	10723388	-	chr12	10851675	10875987	-
ENSG00000121377	TAS2R7	chr12	10801531	10802627	-	chr12	10954130	10955226	-
ENSG00000121314	TAS2R8	chr12	10806050	10807286	-	chr12	10958649	10959885	-
ENSG00000121381	TAS2R9	chr12	10809093	10810168	-	chr12	10961692	10962767	-
ENSG00000231887	PRH1	chr12	10824959	11171608	-	chr12	10977558	11324207	-
ENSG00000121318	TAS2R10	chr12	10825218	10826358	-	chr12	10977817	10978957	-
ENSG00000111215	PRR4	chr12	10845848	11171600	-	chr12	10998447	11324199	-
ENSG00000212128	TAS2R13	chr12	10907925	10909562	-	chr12	11060524	11062161	-
ENSG00000134551	PRH2	chr12	10929235	10934845	+	chr12	11081834	11087444	+
ENSG00000212127	TAS2R14	chr12	10937407	11171573	-	chr12	11090006	11324172	-
ENSG00000212126	TAS2R50	chr12	10985912	10986912	-	chr12	11138511	11139511	-
ENSG00000255837	TAS2R20	chr12	10995960	10998304	-	chr12	11148559	11150903	-
ENSG00000212124	TAS2R19	chr12	11021618	11022620	-	chr12	11174217	11175219	-
ENSG00000256436	TAS2R31	chr12	11030386	11031407	-	chr12	11182985	11184006	-
ENSG00000226761	TAS2R46	chr12	11061364	11062294	-	chr12	11213963	11214893	-
ENSG00000255374	TAS2R43	chr12	11091286	11092313	-	chr12	11243885	11244912	-
ENSG00000256188	TAS2R30	chr12	11132957	11134644	-	chr12	11285556	11287243	-
ENSG00000256537	SMIM10L1	chr12	11171193	11176016	+	chr12	11323792	11328615	+
ENSG00000186136	TAS2R42	chr12	11185992	11186937	-	chr12	11338598	11339543	-
ENSG00000197870	PRB3	chr12	11265913	11269707	-	chr12	11418846	11422641	-
ENSG00000230657	PRB4	chr12	11307076	11310436	-	chr12	11460010	11463370	-
ENSG00000251655	PRB1	chr12	11351822	11355591	-	chr12	11504756	11508525	-
ENSG00000121335	PRB2	chr12	11391539	11501041	-	chr12	11544473	11653975	-
ENSG00000139083	ETV6	chr12	11649622	11895386	+	chr12	11802556	12048320	+
ENSG00000121380	BCL2L14	chr12	12049843	12211084	+	chr12	12202777	12364018	+
ENSG00000070018	LRP6	chr12	12116024	12267185	-	chr12	12268958	12420119	-
ENSG00000111261	MANSC1	chr12	12326055	12350483	-	chr12	12478989	12503417	-
ENSG00000165714	BORCS5	chr12	12357077	12471233	+	chr12	12510011	12624167	+
ENSG00000111266	DUSP16	chr12	12473281	12563147	-	chr12	12626215	12716081	-
ENSG00000111269	CREBL2	chr12	12611826	12645108	+	chr12	12764760	12798042	+
ENSG00000183150	GPR19	chr12	12660046	12696705	-	chr12	12812980	12849639	-
ENSG00000111276	CDKN1B	chr12	12685497	12722373	+	chr12	12838431	12875307	+
ENSG00000178878	APOLD1	chr12	12725916	12829975	+	chr12	12878850	12982909	+
ENSG00000213782	DDX47	chr12	12813315	12829981	+	chr12	12966249	12982915	+
ENSG00000013588	GPRC5A	chr12	12890781	12917937	+	chr12	13043715	13070871	+
ENSG00000111291	GPRC5D	chr12	12940574	12952170	-	chr12	13093508	13105104	-
ENSG00000013583	HEBP1	chr12	12974866	13000275	-	chr12	13127800	13153209	-
ENSG00000084444	FAM234B	chr12	13044184	13142521	+	chr12	13197118	13295455	+
ENSG00000111305	GSG1	chr12	13083531	13103683	-	chr12	13236465	13256617	-
ENSG00000134531	EMP1	chr12	13196722	13219941	+	chr12	13349656	13372875	+
ENSG00000273079	GRIN2B	chr12	13437941	13982002	-	chr12	13590875	14134936	-
ENSG00000171681	ATF7IP	chr12	14365626	14502931	+	chr12	14518560	14655865	+
ENSG00000121316	PLBD1	chr12	14503659	14567913	-	chr12	14656593	14720847	-
ENSG00000070019	GUCY2C	chr12	14612631	14696599	-	chr12	14765565	14849533	-
ENSG00000197837	H4C16	chr12	14767998	14771131	-	chr12	14920932	14924065	-
ENSG00000246705	H2AJ	chr12	14774404	14778002	+	chr12	14927338	14930936	+
ENSG00000084463	WBP11	chr12	14784581	14803500	-	chr12	14937515	14956434	-
ENSG00000182993	C12orf60	chr12	14802863	14906586	+	chr12	14955797	15059520	+
ENSG00000179256	SMCO3	chr12	14804649	14814182	-	chr12	14957583	14967116	-
ENSG00000111339	ART4	chr12	14825568	14843526	-	chr12	14978502	14996460	-
ENSG00000111341	MGP	chr12	14880863	14887639	-	chr12	15033797	15040573	-
ENSG00000139055	ERP27	chr12	14914038	14938537	-	chr12	15066972	15091471	-
ENSG00000111348	ARHGDIB	chr12	14942014	14961985	-	chr12	15094948	15114919	-
ENSG00000139053	PDE6H	chr12	14973041	14981865	+	chr12	15125975	15134799	+
ENSG00000134533	RERG	chr12	15107782	15348675	-	chr12	15260716	15501609	-
ENSG00000151490	PTPRO	chr12	15322256	15602175	+	chr12	15475190	15755109	+
ENSG00000151491	EPS8	chr12	15620133	15882330	-	chr12	15773067	16035264	-
ENSG00000023734	STRAP	chr12	15882355	15903478	+	chr12	16035289	16056412	+
ENSG00000023697	DERA	chr12	15911283	16037381	+	chr12	16064217	16190315	+
ENSG00000188991	SLC15A5	chr12	16188484	16277685	-	chr12	16341418	16430619	-
ENSG00000008394	MGST1	chr12	16347114	16609259	+	chr12	16500048	16762193	+
ENSG00000048540	LMO3	chr12	16548147	16613168	-	chr12	16701081	16766102	-
ENSG00000111404	RERGL	chr12	18080868	18320107	-	chr12	18233802	18473041	-
ENSG00000139144	PIK3C2G	chr12	18242959	18648416	+	chr12	18395893	18801350	+
ENSG00000139151	PLCZ1	chr12	18683168	18738100	-	chr12	18836102	18891034	-
ENSG00000177938	CAPZA3	chr12	18738118	18739188	+	chr12	18891052	18892122	+
ENSG00000052126	PLEKHA5	chr12	19129523	19376403	+	chr12	19282457	19529337	+
ENSG00000139154	AEBP2	chr12	19404044	19720801	+	chr12	19556978	19873735	+
ENSG00000172572	PDE3A	chr12	20368536	20688583	+	chr12	20521470	20841517	+
ENSG00000139155	SLCO1C1	chr12	20695331	20753386	+	chr12	20848265	20906320	+
ENSG00000111700	SLCO1B3	chr12	20810690	20916911	+	chr12	20963624	21069845	+
ENSG00000134538	SLCO1B1	chr12	21131119	21241074	+	chr12	21284053	21394008	+
ENSG00000084453	SLCO1A2	chr12	21264599	21419676	-	chr12	21417533	21572610	-
ENSG00000121351	IAPP	chr12	21354958	21379980	+	chr12	21507892	21532914	+
ENSG00000121350	PYROXD1	chr12	21437614	21471250	+	chr12	21590548	21624184	+
ENSG00000004700	RECQL	chr12	21468909	21501669	-	chr12	21621843	21654603	-
ENSG00000111711	GOLT1B	chr12	21501780	21518408	+	chr12	21654714	21671342	+
ENSG00000134548	SPX	chr12	21526295	21541249	+	chr12	21679229	21694183	+
ENSG00000111713	GYS2	chr12	21536106	21604917	-	chr12	21689040	21757851	-
ENSG00000111716	LDHB	chr12	21635339	21757890	-	chr12	21788273	21910824	-
ENSG00000121361	KCNJ8	chr12	21764949	21775615	-	chr12	21917883	21928549	-
ENSG00000069431	ABCC9	chr12	21797388	21942543	-	chr12	21950322	22095477	-
ENSG00000111726	CMAS	chr12	22046173	22065674	+	chr12	22199107	22218608	+
ENSG00000111728	ST8SIA1	chr12	22063772	22437041	-	chr12	22216706	22589975	-
ENSG00000111731	C2CD5	chr12	22448566	22544574	-	chr12	22601500	22697508	-
ENSG00000139163	ETNK1	chr12	22625074	22690665	+	chr12	22778008	22843599	+
ENSG00000134532	SOX5	chr12	23529503	24562544	-	chr12	23682437	24715478	-
ENSG00000060982	BCAT1	chr12	24810023	24949556	-	chr12	24962957	25102490	-
ENSG00000118308	IRAG2	chr12	25004341	25108489	+	chr12	25157275	25261423	+
ENSG00000118307	DNAI7	chr12	25108288	25195163	-	chr12	25261222	25348097	-
ENSG00000205707	ETFRF1	chr12	25194774	25209645	+	chr12	25347708	25362579	+
ENSG00000133703	KRAS	chr12	25205245	25250936	-	chr12	25358179	25403870	-
ENSG00000152936	LMNTD1	chr12	25409306	25648579	-	chr12	25562240	25801513	-
ENSG00000123094	RASSF8	chr12	25958067	26079892	+	chr12	26111000	26232825	+
ENSG00000123095	BHLHE41	chr12	26120029	26125037	-	chr12	26272962	26277970	-
ENSG00000123096	SSPN	chr12	26121990	26299290	+	chr12	26274923	26452223	+
ENSG00000123104	ITPR2	chr12	26335351	26833194	-	chr12	26488284	26986127	-
ENSG00000064102	INTS13	chr12	26904249	26938331	-	chr12	27057182	27091264	-
ENSG00000111790	FGFR1OP2	chr12	26938400	26966650	+	chr12	27091333	27119583	+
ENSG00000064115	TM7SF3	chr12	26971578	27014507	-	chr12	27124511	27167440	-
ENSG00000152944	MED21	chr12	27022545	27066343	+	chr12	27175478	27219276	+
ENSG00000214700	C12orf71	chr12	27081056	27082578	-	chr12	27233989	27235511	-
ENSG00000211455	STK38L	chr12	27243967	27325959	+	chr12	27396900	27478892	+
ENSG00000029153	BMAL2	chr12	27332835	27425289	+	chr12	27485768	27578222	+
ENSG00000165935	SMCO2	chr12	27446735	27502185	+	chr12	27599668	27655118	+
ENSG00000110841	PPFIBP1	chr12	27523430	27695565	+	chr12	27676363	27848498	+
ENSG00000174236	REP15	chr12	27696446	27697596	+	chr12	27849379	27850529	+
ENSG00000061794	MRPS35	chr12	27710800	27756301	+	chr12	27863733	27909234	+
ENSG00000205693	MANSC4	chr12	27762426	27780236	-	chr12	27915359	27933169	-
ENSG00000087448	KLHL42	chr12	27779999	27803040	+	chr12	27932932	27955973	+
ENSG00000087494	PTHLH	chr12	27958083	27972755	-	chr12	28111016	28125688	-
ENSG00000123106	CCDC91	chr12	28133248	28581511	+	chr12	28286181	28734444	+
ENSG00000064763	FAR2	chr12	29149015	29341121	+	chr12	29301948	29494054	+
ENSG00000087502	ERGIC2	chr12	29337351	29381189	-	chr12	29490284	29534122	-
ENSG00000187950	OVCH1	chr12	29412473	29497686	-	chr12	29565406	29650619	-
ENSG00000133687	TMTC1	chr12	29500839	29784759	-	chr12	29653772	29937692	-
ENSG00000133704	IPO8	chr12	30628980	30695883	-	chr12	30781914	30848817	-
ENSG00000110888	CAPRIN2	chr12	30709511	30823302	-	chr12	30862445	30976236	-
ENSG00000110900	TSPAN11	chr12	30926427	30996602	+	chr12	31079361	31149537	+
ENSG00000013573	DDX11	chr12	31073281	31104811	+	chr12	31226215	31257745	+
ENSG00000139146	SINHCAF	chr12	31280583	31327058	-	chr12	31433517	31479992	-
ENSG00000170456	DENND5B	chr12	31382225	31591170	-	chr12	31535159	31744104	-
ENSG00000233381	AK4P3	chr12	31615022	31652095	-	chr12	31767956	31805029	-
ENSG00000139160	ETFBKMT	chr12	31647159	31673114	+	chr12	31800093	31826048	+
ENSG00000151743	AMN1	chr12	31671141	31729121	-	chr12	31824075	31882055	-
ENSG00000188375	H3-5	chr12	31791184	31792298	-	chr12	31944118	31945232	-
ENSG00000174718	RESF1	chr12	31959369	31993114	+	chr12	32112303	32146048	+
ENSG00000151746	BICD1	chr12	32106816	32383633	+	chr12	32259750	32536567	+
ENSG00000139132	FGD4	chr12	32399557	32646050	+	chr12	32552491	32798984	+
ENSG00000087470	DNM1L	chr12	32679199	32745650	+	chr12	32832133	32898584	+
ENSG00000139131	YARS2	chr12	32727489	32755906	-	chr12	32880423	32908840	-
ENSG00000057294	PKP2	chr12	32790744	32896798	-	chr12	32943678	33049732	-
ENSG00000110975	SYT10	chr12	33374237	33439819	-	chr12	33527172	33592754	-
ENSG00000139133	ALG10	chr12	34022467	34029694	+	chr12	34175402	34182629	+
ENSG00000175548	ALG10B	chr12	38316761	38329721	+	chr12	38710563	38723523	+
ENSG00000139117	CPNE8	chr12	38646821	38907430	-	chr12	39040623	39301232	-
ENSG00000139116	KIF21A	chr12	39293227	39443718	-	chr12	39687029	39837520	-
ENSG00000173208	ABCD2	chr12	39550032	39619803	-	chr12	39943834	40013605	-
ENSG00000180116	REDIC1	chr12	39626166	39908300	+	chr12	40019968	40302102	+
ENSG00000151229	SLC2A13	chr12	39755024	40106089	-	chr12	40148826	40499891	-
ENSG00000188906	LRRK2	chr12	40196743	40369285	+	chr12	40590545	40763087	+
ENSG00000205592	MUC19	chr12	40393394	40570832	+	chr12	40787196	40964634	+
ENSG00000018236	CNTN1	chr12	40692430	41072415	+	chr12	41086232	41466217	+
ENSG00000165966	PDZRN4	chr12	41188319	41574745	+	chr12	41582121	41968547	+
ENSG00000151233	GXYLT1	chr12	42081844	42144874	-	chr12	42475646	42538676	-
ENSG00000015153	YAF2	chr12	42157103	42238349	-	chr12	42550905	42632151	-
ENSG00000134283	PPHLN1	chr12	42238417	42459715	+	chr12	42632219	42853517	+
ENSG00000139168	ZCRB1	chr12	42312085	42326257	-	chr12	42705887	42720059	-
ENSG00000139174	PRICKLE1	chr12	42456752	42590355	-	chr12	42850554	42984157	-
ENSG00000173157	ADAMTS20	chr12	43352770	43552203	-	chr12	43746573	43946006	-
ENSG00000129317	PUS7L	chr12	43718991	43759193	-	chr12	44112794	44152996	-
ENSG00000198001	IRAK4	chr12	43758943	43798307	+	chr12	44152746	44192110	+
ENSG00000151239	TWF1	chr12	43793459	43806328	-	chr12	44187262	44200131	-
ENSG00000139173	TMEM117	chr12	43835966	44389762	+	chr12	44229769	44783545	+
ENSG00000184613	NELL2	chr12	44508273	44921889	-	chr12	44902056	45315672	-
ENSG00000185610	DBX2	chr12	45014671	45051099	-	chr12	45408454	45444882	-
ENSG00000177119	ANO6	chr12	45215986	45482280	+	chr12	45609769	45876063	+
ENSG00000189079	ARID2	chr12	45728909	45908040	+	chr12	46122692	46301823	+
ENSG00000139218	SCAF11	chr12	45919130	45992120	-	chr12	46312913	46385903	-
ENSG00000111371	SLC38A1	chr12	46183053	46270070	-	chr12	46576836	46663853	-
ENSG00000134294	SLC38A2	chr12	46358184	46372832	-	chr12	46751967	46766615	-
ENSG00000139209	SLC38A4	chr12	46763641	46832500	-	chr12	47157424	47226283	-
ENSG00000139211	AMIGO2	chr12	47075706	47080902	-	chr12	47469489	47474685	-
ENSG00000179715	PCED1B	chr12	47077944	47236664	+	chr12	47471727	47630447	+
ENSG00000005175	RPAP3	chr12	47661248	47706038	-	chr12	48055031	48099821	-
ENSG00000111405	ENDOU	chr12	47709733	47725567	-	chr12	48103516	48119350	-
ENSG00000079337	RAPGEF3	chr12	47734362	47771040	-	chr12	48128145	48164823	-
ENSG00000211584	SLC48A1	chr12	47753915	47782751	+	chr12	48147698	48176534	+
ENSG00000061273	HDAC7	chr12	47782721	47833132	-	chr12	48176504	48226915	-
ENSG00000111424	VDR	chr12	47841536	47943048	-	chr12	48235319	48336831	-
ENSG00000134291	TMEM106C	chr12	47963568	47968885	+	chr12	48357351	48362668	+
ENSG00000139219	COL2A1	chr12	47972966	48004689	-	chr12	48366749	48398472	-
ENSG00000079387	SENP1	chr12	48039783	48106308	-	chr12	48433566	48500091	-
ENSG00000152556	PFKM	chr12	48105138	48150704	+	chr12	48498921	48544487	+
ENSG00000177981	ASB8	chr12	48147788	48181213	-	chr12	48541571	48574996	-
ENSG00000177875	CCDC184	chr12	48183643	48185926	+	chr12	48577426	48579709	+
ENSG00000172640	OR10AD1	chr12	48202338	48203292	-	chr12	48596121	48597075	-
ENSG00000187166	H1-7	chr12	48328979	48330279	+	chr12	48722762	48724062	+
ENSG00000167528	ZNF641	chr12	48337179	48351414	-	chr12	48730962	48745197	-
ENSG00000139223	ANP32D	chr12	48472558	48473622	+	chr12	48866341	48867405	+
ENSG00000177627	C12orf54	chr12	48482497	48496524	+	chr12	48876280	48890307	+
ENSG00000284723	OR8S1	chr12	48525631	48526570	+	chr12	48919414	48920353	+
ENSG00000198678	OR5BS1	chr12	48559881	48562956	+	chr12	48953664	48956739	+
ENSG00000167531	LALBA	chr12	48567683	48570066	-	chr12	48961466	48963849	-
ENSG00000139620	KANSL2	chr12	48653210	48682247	-	chr12	49046993	49076030	-
ENSG00000129315	CCNT1	chr12	48688457	48716998	-	chr12	49082240	49110781	-
ENSG00000257987	SPMIP11	chr12	48727434	48765790	+	chr12	49121217	49159573	+
ENSG00000174233	ADCY6	chr12	48766190	48789906	-	chr12	49159973	49183689	-
ENSG00000167535	CACNB3	chr12	48813793	48828941	+	chr12	49207576	49222724	+
ENSG00000174243	DDX23	chr12	48829755	48852842	-	chr12	49223538	49246625	-
ENSG00000172602	RND1	chr12	48857144	48865870	-	chr12	49250927	49259653	-
ENSG00000139537	CCDC65	chr12	48904109	48931840	+	chr12	49297892	49325623	+
ENSG00000134285	FKBP11	chr12	48921517	48926474	-	chr12	49315300	49320257	-
ENSG00000134287	ARF3	chr12	48935722	48957514	-	chr12	49329505	49351297	-
ENSG00000169884	WNT10B	chr12	48965339	48971735	-	chr12	49359122	49365518	-
ENSG00000125084	WNT1	chr12	48978321	48982620	+	chr12	49372104	49376403	+
ENSG00000181418	DDN	chr12	48995148	48999375	-	chr12	49388931	49393158	-
ENSG00000181929	PRKAG1	chr12	49002273	49018807	-	chr12	49396056	49412590	-
ENSG00000167548	KMT2D	chr12	49018974	49060794	-	chr12	49412757	49454577	-
ENSG00000167550	RHEBL1	chr12	49064675	49070039	-	chr12	49458458	49463822	-
ENSG00000139549	DHH	chr12	49086655	49094801	-	chr12	49480438	49488584	-
ENSG00000139636	LMBR1L	chr12	49097135	49110900	-	chr12	49490918	49504683	-
ENSG00000123416	TUBA1B	chr12	49127781	49131397	-	chr12	49521564	49525180	-
ENSG00000167552	TUBA1A	chr12	49184685	49189324	-	chr12	49578468	49583107	-
ENSG00000167553	TUBA1C	chr12	49188735	49274600	+	chr12	49582518	49668383	+
ENSG00000135406	PRPH	chr12	49295146	49298686	+	chr12	49688929	49692469	+
ENSG00000135451	TROAP	chr12	49323215	49331733	+	chr12	49716998	49725516	+
ENSG00000186897	C1QL4	chr12	49332408	49337188	-	chr12	49726191	49730971	-
ENSG00000178401	DNAJC22	chr12	49345606	49357546	+	chr12	49739389	49751329	+
ENSG00000123352	SPATS2	chr12	49366239	49528438	+	chr12	49760022	49922221	+
ENSG00000135519	KCNH3	chr12	49539027	49558337	+	chr12	49932810	49952120	+
ENSG00000187778	MCRS1	chr12	49556543	49568145	-	chr12	49950326	49961928	-
ENSG00000110844	PRPF40B	chr12	49568217	49644666	+	chr12	49962000	50038449	+
ENSG00000135436	FAM186B	chr12	49582884	49605639	-	chr12	49976667	49999422	-
ENSG00000161791	FMNL3	chr12	49636498	49708165	-	chr12	50030281	50101948	-
ENSG00000139644	TMBIM6	chr12	49707724	49764935	+	chr12	50101507	50158718	+
ENSG00000167566	NCKAP5L	chr12	49791139	49828750	-	chr12	50184922	50222533	-
ENSG00000186666	BCDIN3D	chr12	49836042	49843106	-	chr12	50229825	50236889	-
ENSG00000135472	FAIM2	chr12	49866895	49904217	-	chr12	50260678	50298000	-
ENSG00000167580	AQP2	chr12	49950736	49958878	+	chr12	50344519	50352661	+
ENSG00000161798	AQP5	chr12	49961810	49965682	+	chr12	50355593	50359465	+
ENSG00000086159	AQP6	chr12	49967193	49977139	+	chr12	50360976	50370922	+
ENSG00000161800	RACGAP1	chr12	49976922	50033136	-	chr12	50370705	50426919	-
ENSG00000110881	ASIC1	chr12	50057547	50083621	+	chr12	50451330	50477404	+
ENSG00000066117	SMARCD1	chr12	50085199	50100712	+	chr12	50478982	50494495	+
ENSG00000167588	GPD1	chr12	50103981	50111316	+	chr12	50497764	50505099	+
ENSG00000178449	COX14	chr12	50112081	50120457	+	chr12	50505864	50514240	+
ENSG00000139624	CERS5	chr12	50129288	50167533	-	chr12	50523071	50561316	-
ENSG00000050405	LIMA1	chr12	50175787	50283524	-	chr12	50569570	50677307	-
ENSG00000185958	FAM186A	chr12	50326229	50396622	-	chr12	50720012	50790405	-
ENSG00000161813	LARP4	chr12	50392382	50480007	+	chr12	50786165	50873790	+
ENSG00000066084	DIP2B	chr12	50504961	50748657	+	chr12	50898744	51142440	+
ENSG00000123268	ATF1	chr12	50763709	50821162	+	chr12	51157492	51214945	+
ENSG00000186452	TMPRSS12	chr12	50842919	50887884	+	chr12	51236702	51281667	+
ENSG00000185432	TMT1A	chr12	50923471	50932510	+	chr12	51317254	51326293	+
ENSG00000214511	HIGD1C	chr12	50952537	50970607	+	chr12	51346320	51364390	+
ENSG00000110911	SLC11A2	chr12	50979400	51028566	-	chr12	51373183	51422349	-
ENSG00000050426	LETMD1	chr12	51047961	51060426	+	chr12	51441744	51454209	+
ENSG00000110925	CSRNP2	chr12	51061204	51083664	-	chr12	51454987	51477447	-
ENSG00000135457	TFCP2	chr12	51093655	51173137	-	chr12	51487438	51566920	-
ENSG00000184271	POU6F1	chr12	51186935	51218062	-	chr12	51580718	51611846	-
